id;gender;age;height;education
3761;M;38;1.71;High School
3762;F;53;1.81;None
3763;F;58;1.46;High School
3764;M;31;1.99;None
3765;F;40;1.75;Master's
3766;M;34;1.5;High School
3767;F;42;1.52;Bachelor's
3768;F;35;1.48;PhD
3769;F;29;1.88;None
3770;F;35;1.86;PhD
3771;M;48;1.72;High School
3772;F;43;1.56;Elementary
3773;M;72;1.93;Master's
3774;F;71;1.85;Bachelor's
3775;F;57;1.63;Master's
3776;F;74;1.88;Elementary
3777;F;39;1.91;None
3778;F;64;2.01;Bachelor's
3779;M;65;1.81;PhD
3780;M;19;1.76;Master's
3781;F;76;1.76;PhD
3782;M;34;1.71;None
3783;F;67;1.86;Bachelor's
3784;M;51;1.73;PhD
3785;M;49;1.57;PhD
3786;M;59;1.64;PhD
3787;M;58;1.65;Bachelor's
3788;F;64;1.89;Bachelor's
3789;F;25;1.51;Bachelor's
3790;F;32;1.66;High School
3791;M;44;1.82;PhD
3792;M;61;1.59;Bachelor's
3793;M;33;1.8;Master's
3794;F;68;2.01;Master's
3795;M;61;1.52;Master's
3796;M;42;1.55;Bachelor's
3797;F;60;1.47;Master's
3798;M;40;1.63;Bachelor's
3799;M;25;1.83;PhD
3800;F;33;1.75;High School
3801;M;62;2;None
3802;M;29;1.48;Elementary
3803;F;36;1.78;Master's
3804;F;27;1.74;Master's
3805;M;38;1.82;Bachelor's
3806;F;27;1.86;PhD
3807;M;36;1.8;None
3808;M;60;2.01;High School
3809;F;36;1.76;Bachelor's
3810;F;43;1.75;PhD
3811;M;37;1.84;High School
3812;M;18;1.46;Master's
3813;F;67;1.49;High School
3814;M;30;1.5;Bachelor's
3815;M;61;1.46;PhD
3816;M;56;1.57;Bachelor's
3817;M;63;1.94;Bachelor's
3818;F;70;1.99;Master's
3819;F;54;1.88;PhD
3820;F;21;1.7;None
3821;M;63;1.55;PhD
3822;M;67;1.68;Master's
3823;M;22;1.95;High School
3824;F;60;1.69;Elementary
3825;F;24;1.88;Master's
3826;F;44;1.74;Elementary
3827;M;50;2;Bachelor's
3828;M;67;1.65;None
3829;F;22;1.63;PhD
3830;M;32;1.87;None
3831;M;47;1.48;Bachelor's
3832;F;65;1.48;Master's
3833;F;72;1.96;Master's
3834;F;62;1.66;None
3835;F;76;1.82;Elementary
3836;M;54;1.89;None
3837;F;73;1.56;Master's
3838;M;31;1.79;Elementary
3839;F;23;2;PhD
3840;M;47;1.84;Master's
3841;M;51;1.56;None
3842;M;36;1.51;None
3843;M;58;1.92;Bachelor's
3844;F;75;1.75;PhD
3845;F;47;1.98;High School
3846;F;74;1.53;High School
3847;F;23;1.68;High School
3848;M;47;1.81;None
3849;F;33;1.77;Master's
3850;M;43;1.58;Elementary
3851;F;30;1.82;None
3852;M;21;1.78;Master's
3853;F;25;1.95;PhD
3854;M;39;1.59;Master's
3855;M;31;1.86;Master's
3856;M;49;1.83;None
3857;F;62;1.48;Elementary
3858;F;30;1.91;None
3859;F;59;1.93;High School
3860;M;43;1.62;Master's
3861;F;25;1.76;Elementary
3862;F;22;1.51;Master's
3863;F;50;1.88;None
3864;M;24;1.65;PhD
3865;F;50;1.82;Elementary
3866;F;23;1.74;None
3867;M;42;1.68;PhD
3868;M;29;1.96;Bachelor's
3869;F;45;1.48;Elementary
3870;M;46;1.85;Bachelor's
3871;F;48;1.95;PhD
3872;M;38;1.56;High School
3873;M;35;1.67;None
3874;F;38;1.73;Bachelor's
3875;F;26;1.56;None
3876;M;72;1.74;None
3877;M;34;1.51;PhD
3878;F;73;1.57;Bachelor's
3879;F;37;1.72;Bachelor's
3880;F;55;1.94;None
3881;F;35;1.87;None
3882;F;29;1.83;Elementary
3883;F;59;1.74;Elementary
3884;M;63;1.48;High School
3885;M;69;1.75;None
3886;M;39;1.77;High School
3887;M;73;1.63;Bachelor's
3888;M;63;1.99;Elementary
3889;M;54;1.59;Bachelor's
3890;M;54;1.9;None
3891;M;21;1.6;High School
3892;F;20;1.92;None
3893;M;35;1.57;Elementary
3894;M;43;1.88;Elementary
3895;M;25;1.64;None
3896;M;69;1.62;Bachelor's
3897;F;44;1.61;Bachelor's
3898;F;55;1.88;Master's
3899;M;67;1.79;High School
3900;F;19;1.55;Elementary
3901;F;72;1.5;High School
3902;M;18;2.01;PhD
3903;F;76;1.55;None
3904;M;21;1.94;Elementary
3905;M;40;1.98;Bachelor's
3906;M;46;1.93;High School
3907;M;57;1.57;PhD
3908;M;29;1.97;Elementary
3909;F;45;1.68;Elementary
3910;M;32;1.58;Master's
3911;M;45;1.77;High School
3912;F;59;1.94;Master's
3913;F;37;1.86;High School
3914;M;69;1.9;None
3915;F;45;1.73;Elementary
3916;F;56;1.79;PhD
3917;F;42;1.72;None
3918;M;26;1.99;Master's
3919;M;65;1.49;PhD
3920;M;67;1.53;Master's
3921;M;35;1.8;High School
3922;F;47;1.62;Master's
3923;F;21;1.78;Master's
3924;M;26;1.79;High School
3925;F;61;1.88;Master's
3926;M;31;1.95;PhD
3927;F;50;1.93;Bachelor's
3928;F;54;1.89;Bachelor's
3929;F;28;1.9;Bachelor's
3930;F;47;1.89;Bachelor's
3931;F;66;1.95;Elementary
3932;M;34;1.87;Elementary
3933;M;70;2;High School
3934;F;46;1.81;Elementary
3935;M;49;1.89;Master's
3936;M;64;1.67;Bachelor's
3937;F;62;1.65;Master's
3938;F;41;1.55;High School
3939;F;23;1.62;Bachelor's
3940;F;52;1.57;High School
3941;M;48;1.79;Master's
3942;F;35;1.95;High School
3943;F;20;1.53;Elementary
3944;F;74;1.58;Bachelor's
3945;F;65;1.83;Bachelor's
3946;M;62;1.98;None
3947;M;40;1.97;Bachelor's
3948;F;20;1.87;Master's
3949;M;33;1.82;Master's
3950;M;60;1.99;Master's
3951;F;66;1.72;High School
3952;M;41;1.51;Elementary
3953;M;21;1.58;High School
3954;F;37;1.76;High School
3955;M;60;1.78;Bachelor's
3956;M;74;1.49;Bachelor's
3957;M;23;1.95;None
3958;M;58;1.54;Master's
3959;M;75;1.59;PhD
3960;M;30;2;Bachelor's
3961;M;60;1.65;High School
3962;M;53;1.65;PhD
3963;M;28;1.85;PhD
3964;M;48;1.8;Master's
3965;F;74;1.92;None
3966;F;65;1.7;None
3967;M;69;1.85;Elementary
3968;F;70;1.54;High School
3969;M;51;1.82;None
3970;F;71;1.58;High School
3971;M;70;1.81;Bachelor's
3972;M;51;1.7;High School
3973;F;39;1.98;Master's
3974;M;75;1.84;Master's
3975;M;50;1.81;High School
3976;M;60;1.59;PhD
3977;F;32;1.59;Master's
3978;M;48;1.86;Master's
3979;M;57;1.54;High School
3980;F;59;1.51;Bachelor's
3981;F;47;1.5;None
3982;F;66;1.62;None
3983;M;59;1.87;Master's
3984;F;24;1.88;Bachelor's
3985;F;56;1.59;PhD
3986;F;69;1.6;PhD
3987;F;41;1.73;Master's
3988;M;34;1.88;Elementary
3989;F;65;1.64;Bachelor's
3990;F;51;1.76;None
3991;M;41;1.96;Bachelor's
3992;M;41;1.9;High School
3993;M;27;1.9;Bachelor's
3994;M;58;1.65;High School
3995;F;59;1.79;PhD
3996;M;37;1.98;High School
3997;M;27;1.68;PhD
3998;M;63;1.65;PhD
3999;M;34;1.66;PhD
4000;M;73;1.98;High School
4001;F;54;1.54;PhD
4002;F;36;1.84;High School
4003;F;46;1.81;Bachelor's
4004;M;62;1.98;Elementary
4005;M;32;1.78;Elementary
4006;F;55;1.51;None
4007;M;45;1.84;Elementary
4008;M;71;1.79;Master's
4009;M;19;1.94;Master's
4010;F;56;1.49;Elementary
4011;F;34;1.54;None
4012;F;56;1.49;Master's
4013;F;43;1.49;PhD
4014;F;64;1.65;Master's
4015;F;25;1.83;Bachelor's
4016;M;66;1.59;Master's
4017;F;58;1.49;Master's
4018;F;55;1.9;None
4019;M;21;1.9;PhD
4020;M;51;1.5;High School
4021;M;67;1.81;Bachelor's
4022;F;42;1.7;High School
4023;F;46;1.65;None
4024;M;46;1.76;Elementary
4025;M;22;1.91;High School
4026;F;76;1.66;None
4027;M;42;1.63;PhD
4028;F;28;1.48;High School
4029;M;29;1.96;Elementary
4030;M;53;1.58;Master's
4031;M;24;1.75;None
4032;M;36;1.97;PhD
4033;F;29;1.87;None
4034;F;31;1.98;None
4035;F;35;1.96;None
4036;M;26;1.92;None
4037;F;28;1.5;Elementary
4038;F;60;1.61;PhD
4039;M;19;1.59;None
4040;M;66;1.99;Master's
4041;F;39;1.76;High School
4042;F;61;1.52;Bachelor's
4043;M;57;1.55;PhD
4044;F;23;1.54;Bachelor's
4045;M;34;1.51;PhD
4046;F;61;1.65;PhD
4047;M;46;1.97;Bachelor's
4048;F;47;1.97;Bachelor's
4049;M;27;1.98;Master's
4050;M;45;1.61;PhD
4051;F;37;1.95;Elementary
4052;M;39;1.53;Master's
4053;M;68;1.62;Elementary
4054;M;23;1.78;High School
4055;M;48;1.73;Bachelor's
4056;M;18;1.46;Bachelor's
4057;F;62;1.63;High School
4058;M;36;2.01;PhD
4059;F;53;1.78;None
4060;F;33;1.89;PhD
4061;F;21;1.66;Bachelor's
4062;F;72;1.59;PhD
4063;F;33;1.52;PhD
4064;M;45;1.95;PhD
4065;F;70;1.82;PhD
4066;M;59;1.9;High School
4067;M;73;1.47;Master's
4068;M;60;1.77;None
4069;M;25;1.74;High School
4070;F;38;1.51;Bachelor's
4071;M;45;1.6;Master's
4072;M;23;1.49;Master's
4073;M;48;2;None
4074;F;62;1.72;High School
4075;F;66;1.63;Master's
4076;M;42;1.53;None
4077;M;36;1.62;High School
4078;M;58;1.49;Elementary
4079;M;76;1.98;None
4080;F;74;2;High School
4081;M;26;1.89;Bachelor's
4082;F;75;1.75;High School
4083;F;72;1.7;Master's
4084;M;35;1.76;Bachelor's
4085;M;61;1.71;None
4086;M;33;1.46;None
4087;F;69;1.7;PhD
4088;F;30;1.62;Bachelor's
4089;F;54;1.99;Master's
4090;F;56;1.87;Master's
4091;M;33;2;Master's
4092;M;42;1.78;PhD
4093;F;30;1.86;Master's
4094;F;29;1.81;None
4095;M;37;1.93;Bachelor's
4096;F;33;1.51;Bachelor's
4097;F;62;1.65;Elementary
4098;F;51;1.72;Bachelor's
4099;M;57;1.96;Bachelor's
4100;M;52;1.51;High School
4101;F;75;1.7;Bachelor's
4102;F;20;1.72;None
4103;F;30;1.51;Master's
4104;M;50;1.58;PhD
4105;M;38;1.59;Elementary
4106;M;32;1.85;PhD
4107;M;27;1.98;Elementary
4108;M;25;1.51;None
4109;M;32;1.86;Elementary
4110;M;29;1.84;None
4111;M;40;1.71;None
4112;M;18;1.66;None
4113;F;67;1.97;None
4114;M;63;1.99;PhD
4115;M;47;1.78;High School
4116;M;40;1.62;None
4117;F;73;1.54;Bachelor's
4118;M;18;1.63;None
4119;M;38;1.94;High School
4120;M;54;1.59;PhD
4121;M;26;1.88;None
4122;F;50;2;High School
4123;F;47;1.62;Bachelor's
4124;M;69;1.99;None
4125;M;42;1.89;Elementary
4126;F;43;1.58;None
4127;F;50;1.55;Master's
4128;M;66;1.85;High School
4129;M;30;1.84;Master's
4130;M;64;1.8;High School
4131;M;54;1.6;High School
4132;F;70;1.58;PhD
4133;M;48;1.46;Master's
4134;M;64;1.7;Master's
4135;F;68;1.55;Elementary
4136;F;65;1.89;PhD
4137;M;52;1.99;Master's
4138;M;44;1.52;High School
4139;F;47;1.61;None
4140;F;56;1.88;High School
4141;F;63;1.61;PhD
4142;M;67;1.93;Bachelor's
4143;F;59;1.83;None
4144;M;38;1.98;Elementary
4145;M;52;1.7;Bachelor's
4146;F;46;1.8;High School
4147;F;26;1.96;Master's
4148;F;22;1.84;None
4149;F;37;1.96;PhD
4150;M;46;1.87;Master's
4151;M;50;1.46;Master's
4152;F;23;1.9;Elementary
4153;M;69;1.95;High School
4154;F;58;1.94;Elementary
4155;F;52;1.62;High School
4156;M;52;1.92;High School
4157;F;74;1.85;None
4158;F;41;1.51;Bachelor's
4159;M;71;1.74;High School
4160;M;32;1.55;PhD
4161;F;76;1.79;None
4162;F;35;1.53;PhD
4163;F;57;1.78;High School
4164;M;19;1.87;Bachelor's
4165;M;18;1.8;High School
4166;M;34;1.77;High School
4167;M;25;1.52;High School
4168;M;34;1.5;Elementary
4169;M;64;1.78;Master's
4170;F;63;2.01;PhD
4171;M;18;1.8;Bachelor's
4172;F;25;1.55;PhD
4173;F;44;1.52;PhD
4174;F;22;2;Master's
4175;F;29;1.89;Elementary
4176;F;38;1.85;Bachelor's
4177;M;22;1.63;PhD
4178;F;35;1.52;PhD
4179;M;30;1.57;Elementary
4180;F;35;1.78;High School
4181;M;74;1.86;PhD
4182;M;40;1.74;None
4183;M;58;1.46;High School
4184;F;56;1.77;PhD
4185;M;34;1.81;Bachelor's
4186;M;45;1.97;None
4187;F;63;1.54;Elementary
4188;F;20;1.67;Bachelor's
4189;F;44;1.54;None
4190;F;51;1.64;Master's
4191;F;35;1.65;Elementary
4192;M;67;1.58;PhD
4193;M;67;1.59;Elementary
4194;F;48;1.6;High School
4195;F;32;1.63;Master's
4196;M;48;1.96;Bachelor's
4197;M;67;1.89;High School
4198;M;40;1.48;Master's
4199;F;45;1.59;None
4200;M;21;1.49;Elementary
4201;F;32;1.79;Bachelor's
4202;F;49;1.46;PhD
4203;M;52;1.97;High School
4204;F;73;1.79;Master's
4205;F;55;1.94;PhD
4206;F;44;1.85;Elementary
4207;F;67;1.88;None
4208;F;41;1.61;High School
4209;F;65;1.83;PhD
4210;M;66;1.76;Bachelor's
4211;F;53;1.86;Elementary
4212;M;75;1.71;None
4213;M;30;1.81;Bachelor's
4214;M;68;1.96;None
4215;M;29;1.96;Elementary
4216;M;23;1.97;Master's
4217;F;41;1.73;Bachelor's
4218;F;21;1.86;PhD
4219;F;18;1.67;None
4220;F;43;1.61;High School
4221;M;29;1.68;High School
4222;M;22;1.89;Bachelor's
4223;M;64;1.98;Elementary
4224;F;47;1.7;Master's
4225;M;68;1.9;Master's
4226;F;67;1.57;None
4227;M;19;1.52;Master's
4228;F;60;1.94;Bachelor's
4229;F;48;1.99;Bachelor's
4230;F;67;1.66;Bachelor's
4231;F;52;1.96;High School
4232;M;68;1.65;PhD
4233;F;64;1.54;High School
4234;M;20;1.46;Bachelor's
4235;M;42;1.51;None
4236;M;30;1.46;High School
4237;F;54;1.6;None
4238;F;54;1.56;PhD
4239;M;28;1.92;Elementary
4240;F;72;1.65;PhD
4241;F;54;1.61;Bachelor's
4242;F;25;1.61;Master's
4243;M;50;1.75;Elementary
4244;M;60;1.66;PhD
4245;M;67;1.89;High School
4246;F;27;1.53;Elementary
4247;M;49;1.71;None
4248;F;23;1.67;Elementary
4249;F;60;1.87;Elementary
4250;F;37;1.82;Bachelor's
4251;M;68;1.5;None
4252;F;57;1.79;Elementary
4253;F;33;1.81;Master's
4254;M;23;1.97;None
4255;M;76;1.66;PhD
4256;F;54;1.97;Master's
4257;F;42;1.92;Bachelor's
4258;M;59;1.86;None
4259;M;76;1.46;Master's
4260;F;46;1.98;None
4261;F;61;1.55;High School
4262;F;23;1.77;Elementary
4263;F;52;1.92;Master's
4264;F;65;1.52;Master's
4265;M;28;2.01;Bachelor's
4266;M;50;1.91;None
4267;F;61;1.54;PhD
4268;F;43;1.55;Elementary
4269;F;53;1.84;Master's
4270;F;59;1.47;High School
4271;M;41;1.58;Elementary
4272;F;56;1.54;PhD
4273;M;34;1.85;Elementary
4274;M;64;1.78;Bachelor's
4275;M;66;1.95;PhD
4276;F;33;1.55;Bachelor's
4277;F;18;1.49;PhD
4278;M;63;1.9;High School
4279;M;37;1.73;Elementary
4280;F;65;1.9;Master's
4281;F;64;1.96;Master's
4282;F;75;1.75;Elementary
4283;M;30;1.65;None
4284;F;64;1.52;Elementary
4285;F;23;1.99;Master's
4286;F;48;1.66;Bachelor's
4287;F;66;1.72;None
4288;F;52;1.48;PhD
4289;M;18;1.6;High School
4290;F;23;1.5;None
4291;M;49;1.58;Master's
4292;F;54;1.98;Bachelor's
4293;M;51;1.97;High School
4294;F;39;1.47;Elementary
4295;M;34;1.59;PhD
4296;F;52;1.92;Bachelor's
4297;F;51;1.66;High School
4298;F;46;1.68;Bachelor's
4299;F;34;1.66;None
4300;M;67;1.86;Master's
4301;M;50;1.95;Bachelor's
4302;M;35;1.63;Elementary
4303;F;22;1.85;Master's
4304;F;62;1.52;Elementary
4305;F;57;1.93;Elementary
4306;M;37;1.99;Bachelor's
4307;M;39;1.54;Master's
4308;F;73;1.95;High School
4309;F;49;2.01;Bachelor's
4310;M;71;1.92;Elementary
4311;M;76;1.86;None
4312;F;62;1.57;High School
4313;F;64;1.63;PhD
4314;M;58;1.63;Bachelor's
4315;F;33;1.63;Elementary
4316;M;67;1.91;PhD
4317;M;34;1.53;None
4318;M;39;1.72;Master's
4319;M;60;1.72;Master's
4320;F;39;1.63;High School
4321;F;44;1.98;None
4322;M;56;1.95;Master's
4323;M;70;1.9;Master's
4324;F;60;1.99;Bachelor's
4325;F;28;1.8;Bachelor's
4326;F;73;1.92;High School
4327;M;51;1.71;Master's
4328;M;54;1.89;High School
4329;F;76;1.56;Bachelor's
4330;F;47;1.79;High School
4331;F;45;1.81;None
4332;M;71;1.95;None
4333;M;33;1.62;PhD
4334;M;61;1.78;Bachelor's
4335;F;72;2;PhD
4336;F;25;1.8;High School
4337;M;48;1.92;None
4338;M;52;1.82;High School
4339;M;49;1.77;Bachelor's
4340;F;55;1.85;Elementary
4341;F;23;1.49;Master's
4342;M;57;1.81;Master's
4343;M;60;1.86;Bachelor's
4344;M;41;1.49;None
4345;M;39;1.62;None
4346;M;50;1.51;None
4347;F;42;1.63;None
4348;F;32;1.83;None
4349;M;59;1.85;Master's
4350;M;49;1.61;Master's
4351;M;54;1.48;Bachelor's
4352;M;76;1.87;PhD
4353;F;25;1.5;Master's
4354;F;45;1.75;PhD
4355;F;62;1.53;PhD
4356;M;23;1.64;Elementary
4357;F;32;1.63;Master's
4358;F;27;1.55;None
4359;M;65;1.55;Bachelor's
4360;M;21;1.96;Bachelor's
4361;F;31;1.83;Bachelor's
4362;M;28;1.99;Elementary
4363;F;25;1.85;High School
4364;F;19;1.89;None
4365;F;35;1.65;PhD
4366;M;54;1.62;High School
4367;M;76;1.85;PhD
4368;F;37;1.75;Bachelor's
4369;M;52;1.64;PhD
4370;M;20;1.74;Elementary
4371;F;35;1.46;Bachelor's
4372;F;32;1.94;Master's
4373;F;29;1.97;None
4374;M;30;1.88;Master's
4375;M;56;1.66;Master's
4376;F;64;1.59;None
4377;F;73;1.68;Elementary
4378;F;75;1.61;PhD
4379;M;68;1.99;Elementary
4380;M;68;1.89;PhD
4381;M;42;1.55;Master's
4382;F;40;1.65;Elementary
4383;M;63;1.89;Master's
4384;M;25;1.7;Elementary
4385;F;43;1.88;Elementary
4386;F;30;1.83;Elementary
4387;M;72;1.95;Bachelor's
4388;M;73;1.78;PhD
4389;F;62;1.71;Bachelor's
4390;F;50;1.84;Elementary
4391;M;66;1.57;High School
4392;M;18;1.57;PhD
4393;F;44;1.53;Bachelor's
4394;F;56;1.92;Master's
4395;F;74;1.67;High School
4396;M;69;1.6;Bachelor's
4397;F;59;1.91;PhD
4398;M;54;1.86;None
4399;M;40;1.72;None
4400;F;65;1.55;PhD
4401;F;35;2;None
4402;F;30;1.98;Bachelor's
4403;F;42;1.57;Elementary
4404;F;51;1.73;None
4405;F;59;1.56;PhD
4406;F;44;1.62;High School
4407;F;35;1.56;PhD
4408;F;72;1.79;Bachelor's
4409;M;43;1.8;Master's
4410;F;51;1.72;None
4411;M;55;2;Elementary
4412;M;71;1.97;PhD
4413;F;50;1.48;PhD
4414;F;67;1.53;Master's
4415;F;56;1.92;Bachelor's
4416;F;76;1.93;Bachelor's
4417;F;58;1.88;Master's
4418;M;73;1.81;None
4419;M;59;1.98;None
4420;F;35;1.73;Master's
4421;M;60;1.9;Bachelor's
4422;M;21;1.81;PhD
4423;M;54;1.75;Elementary
4424;M;65;1.74;Master's
4425;M;71;1.47;Bachelor's
4426;F;56;1.82;Bachelor's
4427;M;62;1.93;Elementary
4428;M;19;1.53;None
4429;M;21;1.92;Elementary
4430;M;70;1.46;PhD
4431;F;53;1.7;Master's
4432;M;59;2.01;Master's
4433;M;62;1.89;PhD
4434;F;75;1.77;Bachelor's
4435;F;40;2.01;Bachelor's
4436;M;38;1.55;Master's
4437;M;50;1.96;PhD
4438;F;68;1.91;Bachelor's
4439;F;53;1.61;PhD
4440;M;52;1.52;Master's
4441;M;66;1.74;Elementary
4442;M;62;1.47;Bachelor's
4443;F;50;1.59;Bachelor's
4444;F;69;1.84;PhD
4445;M;70;1.68;Bachelor's
4446;F;38;1.75;Bachelor's
4447;F;48;1.68;High School
4448;M;69;1.85;Bachelor's
4449;M;57;1.83;Elementary
4450;F;56;1.48;Elementary
4451;M;32;1.78;Master's
4452;M;58;1.6;Elementary
4453;M;76;1.63;Bachelor's
4454;F;30;1.59;Master's
4455;M;57;1.68;Elementary
4456;F;33;1.87;Master's
4457;F;55;1.52;High School
4458;F;53;1.82;PhD
4459;F;45;1.98;Elementary
4460;F;42;1.78;High School
4461;M;48;1.57;Bachelor's
4462;F;26;1.74;Bachelor's
4463;M;22;1.87;Master's
4464;M;40;1.74;None
4465;M;76;1.69;None
4466;F;72;1.75;Elementary
4467;F;67;2.01;Master's
4468;M;51;1.68;None
4469;M;67;1.71;Master's
4470;M;64;1.98;High School
4471;M;18;1.61;PhD
4472;M;24;1.76;PhD
4473;F;50;1.87;High School
4474;M;74;1.98;Elementary
4475;F;24;1.76;PhD
4476;F;53;1.49;High School
4477;F;37;1.72;PhD
4478;M;61;1.75;Elementary
4479;F;51;2;PhD
4480;M;70;1.72;None
4481;M;56;1.65;PhD
4482;F;70;1.77;Master's
4483;F;21;1.48;None
4484;F;66;1.9;PhD
4485;F;76;1.89;None
4486;F;38;1.76;Bachelor's
4487;M;56;1.8;High School
4488;F;24;1.6;PhD
4489;M;63;1.59;High School
4490;M;74;1.51;None
4491;F;61;2;None
4492;F;68;1.76;PhD
4493;F;47;1.71;PhD
4494;F;76;1.9;None
4495;M;18;1.7;High School
4496;M;71;1.97;High School
4497;F;59;1.86;PhD
4498;F;61;1.69;None
4499;F;40;1.82;None
4500;F;60;1.94;PhD
4501;F;43;2;Bachelor's
4502;F;66;1.6;High School
4503;M;55;1.91;Elementary
4504;F;20;1.71;Master's
4505;F;34;1.71;None
4506;M;60;1.57;PhD
4507;M;46;1.94;Master's
4508;M;47;1.53;Elementary
4509;F;20;1.79;High School
4510;F;70;1.96;None
4511;M;64;1.68;None
4512;M;27;1.9;Elementary
4513;F;72;1.78;Bachelor's
4514;F;23;1.92;Master's
4515;M;38;1.48;Bachelor's
4516;M;70;1.78;High School
4517;F;39;1.54;High School
4518;F;63;1.8;Elementary
4519;F;53;1.96;Bachelor's
4520;F;18;1.59;Master's
4521;M;56;1.85;High School
4522;M;22;1.97;High School
4523;F;40;1.46;PhD
4524;M;29;1.78;Elementary
4525;F;54;1.52;PhD
4526;M;28;1.8;None
4527;F;23;1.88;Bachelor's
4528;M;62;1.91;PhD
4529;M;56;1.76;PhD
4530;M;46;1.8;PhD
4531;F;22;1.6;Master's
4532;M;72;1.64;Master's
4533;M;72;1.71;Elementary
4534;F;46;1.54;Master's
4535;M;68;1.8;Bachelor's
4536;M;35;1.91;None
4537;F;19;1.7;Elementary
4538;M;63;1.56;Elementary
4539;F;73;1.59;PhD
4540;F;39;1.96;Bachelor's
4541;F;75;1.52;None
4542;F;69;1.6;High School
4543;M;69;1.99;PhD
4544;M;58;1.82;High School
4545;M;31;1.95;Master's
4546;F;26;1.76;Master's
4547;F;34;1.94;Bachelor's
4548;M;76;1.5;Master's
4549;M;66;1.7;None
4550;M;25;1.52;None
4551;F;20;1.82;Master's
4552;M;69;1.77;Bachelor's
4553;F;67;1.82;Elementary
4554;F;61;1.77;Master's
4555;F;49;1.75;Elementary
4556;M;36;1.56;Elementary
4557;F;43;1.91;Bachelor's
4558;F;33;1.77;Master's
4559;F;75;1.57;Master's
4560;F;46;2;Bachelor's
4561;F;73;1.83;Elementary
4562;F;64;1.68;Bachelor's
4563;M;34;2;None
4564;F;43;1.72;High School
4565;M;21;1.56;Elementary
4566;M;43;1.82;PhD
4567;F;25;1.58;None
4568;M;53;1.91;PhD
4569;F;29;1.61;High School
4570;M;31;1.98;High School
4571;M;21;1.52;PhD
4572;F;23;1.69;Elementary
4573;F;50;1.61;Master's
4574;F;45;1.82;Elementary
4575;M;23;1.57;Bachelor's
4576;M;34;1.84;Bachelor's
4577;F;34;1.77;PhD
4578;M;37;1.66;Master's
4579;F;70;1.57;Master's
4580;F;20;1.67;Elementary
4581;F;73;1.92;Elementary
4582;M;18;1.63;Master's
4583;F;42;1.66;PhD
4584;M;32;1.93;PhD
4585;M;63;1.91;PhD
4586;F;27;1.8;Master's
4587;F;60;1.81;PhD
4588;M;33;1.73;Bachelor's
4589;M;65;1.63;Master's
4590;M;57;1.7;Elementary
4591;F;25;1.82;None
4592;F;55;2.01;PhD
4593;F;61;1.54;Bachelor's
4594;F;52;1.77;PhD
4595;F;76;1.69;None
4596;M;74;1.9;Bachelor's
4597;M;59;1.59;Bachelor's
4598;F;41;1.52;PhD
4599;M;65;2;High School
4600;F;54;1.97;Bachelor's
4601;M;22;1.97;Bachelor's
4602;M;61;1.68;Elementary
4603;F;54;1.98;Elementary
4604;M;41;1.89;Master's
4605;F;36;1.93;PhD
4606;M;51;1.84;None
4607;M;51;1.49;None
4608;F;20;1.48;Elementary
4609;F;74;1.88;Elementary
4610;F;21;1.72;Master's
4611;F;73;1.56;Bachelor's
4612;M;32;1.8;Elementary
4613;F;61;1.57;PhD
4614;M;24;1.87;High School
4615;F;50;1.99;PhD
4616;M;58;1.66;PhD
4617;F;57;1.77;High School
4618;M;23;1.85;PhD
4619;M;24;1.83;Bachelor's
4620;F;30;1.78;None
4621;M;41;1.47;Elementary
4622;F;32;1.91;PhD
4623;F;32;2;High School
4624;M;58;1.84;Elementary
4625;M;38;1.77;Bachelor's
4626;M;24;1.56;High School
4627;M;34;1.84;PhD
4628;F;41;1.9;High School
4629;M;62;1.78;High School
4630;F;34;1.59;Bachelor's
4631;F;61;1.68;Master's
4632;F;31;1.92;Bachelor's
4633;M;58;1.47;High School
4634;F;49;1.82;Elementary
4635;M;65;1.95;PhD
4636;M;56;1.9;None
4637;M;61;1.51;Master's
4638;F;75;1.75;Master's
4639;M;32;1.98;PhD
4640;M;21;1.89;Bachelor's
4641;F;18;1.6;Master's
4642;F;48;1.65;Bachelor's
4643;F;27;2;High School
4644;F;60;1.51;None
4645;M;74;2.01;High School
4646;M;19;1.53;Elementary
4647;M;27;1.53;PhD
4648;F;59;1.77;Master's
4649;M;74;1.69;High School
4650;F;54;1.91;Bachelor's
4651;F;21;1.91;Master's
4652;F;44;1.66;Elementary
4653;M;63;1.95;Elementary
4654;M;56;1.88;High School
4655;F;22;1.62;None
4656;F;45;1.62;Elementary
4657;F;25;1.51;None
4658;M;71;1.82;Master's
4659;F;19;1.85;Bachelor's
4660;M;63;1.98;Master's
4661;F;74;1.82;High School
4662;F;55;1.63;None
4663;M;68;1.93;Master's
4664;F;73;1.96;PhD
4665;F;70;1.53;None
4666;M;72;1.77;Elementary
4667;F;51;1.54;None
4668;F;61;1.72;Bachelor's
4669;F;72;1.82;Master's
4670;M;38;1.51;None
4671;M;24;1.52;High School
4672;F;45;1.74;Bachelor's
4673;M;29;1.84;Elementary
4674;F;65;1.51;PhD
4675;F;66;1.49;Bachelor's
4676;M;74;1.66;None
4677;M;75;1.49;High School
4678;F;26;1.76;Master's
4679;M;64;1.77;Bachelor's
4680;M;40;1.58;None
4681;F;18;1.57;Bachelor's
4682;M;58;1.67;Bachelor's
